"taxon","protectionscore_no_effectiveness_2024","protectionscore_no_effectiveness_2017","protectioncategory_no_effectiveness_2024","protectioncategory_no_effectiveness_2017","protectionscore_2024","protectionscore_2017","protectioncategory_2024","protectioncategory_2017"
"Indigofera ovina",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Ipomoea pes-caprae subsp. brasiliensis",786.786786786787,787.087087087087,"Well Protected","Well Protected",786.786786786787,787.087087087087,"Well Protected","Well Protected"
"Isoglossa ovata",626.2,626.65,"Well Protected","Well Protected",626.2,570.175,"Well Protected","Well Protected"
"Isolepis hemiuncialis",8979,8541.5,"Well Protected","Well Protected",7128.35,6121.25,"Well Protected","Well Protected"
"Isolepis sororia",619.7,622.6,"Well Protected","Well Protected",299.83,285.11,"Well Protected","Well Protected"
"Ixia acaulis",21.1952119521195,21.2012120121201,"Poorly Protected","Poorly Protected",21.1952119521195,21.2012120121201,"Poorly Protected","Poorly Protected"
"Ixia capillaris",5217.5,5212.8,"Well Protected","Well Protected",3438.15,3175.9,"Well Protected","Well Protected"
"Ixia patens",0.1,0.1,"Not Protected","Not Protected",0.05,0.05,"Not Protected","Not Protected"
"Ixia ramulosa",214.5,214.6,"Well Protected","Well Protected",152.65,214.6,"Well Protected","Well Protected"
"Jamesbrittenia albanensis",6158.4,4280.7,"Well Protected","Well Protected",6065.16,3243.5,"Well Protected","Well Protected"
"Jamesbrittenia breviflora",23911.7,23591.2,"Well Protected","Well Protected",23560.59,11926.62,"Well Protected","Well Protected"
"Jamesbrittenia incisa",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Jamesbrittenia kraussiana",784.5,634.2,"Well Protected","Well Protected",675.76,403.555,"Well Protected","Well Protected"
"Jamesbrittenia phlogiflora",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Jatropha latifolia",4110.25,3250.5,"Well Protected","Well Protected",3926.065,2138.215,"Well Protected","Well Protected"
"Jatropha orangeana",1553.8,1553.9,"Well Protected","Well Protected",155.38,529.69,"Well Protected","Well Protected"
"Jordaaniella uniflora",190.7,146.25,"Well Protected","Well Protected",95.35,146.25,"Moderately Protected","Well Protected"
"Justicia cuneata subsp. latifolia",11907.5,11723.7,"Well Protected","Well Protected",4802.72,8292.31,"Well Protected","Well Protected"
"Justicia orchioides subsp. orchioides",1387.6,1390,"Well Protected","Well Protected",1387.6,1390,"Well Protected","Well Protected"
"Kalanchoe luciae subsp. montana",33.95,2.05,"Poorly Protected","Not Protected",30.405,0.205,"Poorly Protected","Not Protected"
"Klattia partita",452.6,450.31,"Well Protected","Well Protected",255.703,231.011,"Well Protected","Well Protected"
"Kniphofia ensifolia subsp. autumnalis",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Lablab purpureus subsp. uncinatus",25360.85,23431.5,"Well Protected","Well Protected",25360.85,23431.5,"Well Protected","Well Protected"
"Lachenalia ameliae",600.85,600.9,"Well Protected","Well Protected",449.23,592.345,"Well Protected","Well Protected"
"Lachenalia doleritica",12.19,12.19,"Poorly Protected","Poorly Protected",1.219,12.19,"Not Protected","Poorly Protected"
"Lachenalia duncanii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Lachenalia inconspicua",824.1,824.8,"Well Protected","Well Protected",786.21,82.48,"Well Protected","Moderately Protected"
"Lachenalia leomontana",10,10,"Poorly Protected","Poorly Protected",5,5,"Poorly Protected","Poorly Protected"
"Lachenalia longibracteata",1170.4,913.9,"Well Protected","Well Protected",645.18,454.7,"Well Protected","Well Protected"
"Lachenalia marlothii",170.75,170.86,"Well Protected","Well Protected",130.52,130.585,"Well Protected","Well Protected"
"Lachenalia martinae",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Lachenalia mutabilis",17206.6,16703.2,"Well Protected","Well Protected",6889.21,13145.86,"Well Protected","Well Protected"
"Lachenalia orthopetala",0.8,0,"Not Protected","Not Protected",0.36,0,"Not Protected","Not Protected"
"Lachnaea burchellii",7380.1,7265.45,"Well Protected","Well Protected",6454.85,6236.175,"Well Protected","Well Protected"
"Lachnaea naviculifolia",4055.3,4055.9,"Well Protected","Well Protected",2466.65,2670.4,"Well Protected","Well Protected"
"Lachnostylis bilocularis",597.55,541.85,"Well Protected","Well Protected",353.95,449.075,"Well Protected","Well Protected"
"Lampranthus bicolor",6817.1,6767,"Well Protected","Well Protected",3960.37,3380.21,"Well Protected","Well Protected"
"Lampranthus falcatus",30711.8,30721.3,"Well Protected","Well Protected",30711.8,30721.3,"Well Protected","Well Protected"
"Lampranthus purpureus",10,10,"Poorly Protected","Poorly Protected",5,5,"Poorly Protected","Poorly Protected"
"Lampranthus sociorum",5.81,5.86,"Poorly Protected","Poorly Protected",3.094,2.534,"Not Protected","Not Protected"
"Lampranthus spiniformis",1904.4,1857.85,"Well Protected","Well Protected",1244.215,1071.875,"Well Protected","Well Protected"
"Lapeirousia dolomitica",7221.6,7222.3,"Well Protected","Well Protected",722.16,722.23,"Well Protected","Well Protected"
"Lapeirousia littoralis",27449,27449.1,"Well Protected","Well Protected",27449,27426.69,"Well Protected","Well Protected"
"Lasiosiphon polycephalus",403737.237237237,190417.117117117,"Well Protected","Well Protected",403737.237237237,190417.117117117,"Well Protected","Well Protected"
"Ledebouria pilosa",911.6,835.95,"Well Protected","Well Protected",889.5,438.15,"Well Protected","Well Protected"
"Ledebouria zebrina",54621.1,53184.3,"Well Protected","Well Protected",52349.26,35347.98,"Well Protected","Well Protected"
"Lepidium africanum subsp. divaricatum",80334.7,17566.2,"Well Protected","Well Protected",80334.7,17566.2,"Well Protected","Well Protected"
"Lepidium pinnatum",193.16,193.25,"Well Protected","Well Protected",96.951,96.453,"Moderately Protected","Moderately Protected"
"Lessertia flanaganii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Lessertia flexuosa",23.5,23.51,"Poorly Protected","Poorly Protected",23.5,23.51,"Poorly Protected","Poorly Protected"
"Lessertia frutescens subsp. microphylla",24580.5,11714.2,"Well Protected","Well Protected",24580.5,11714.2,"Well Protected","Well Protected"
"Lessertia perennans",10246.05,9712,"Well Protected","Well Protected",9603.04,5226.775,"Well Protected","Well Protected"
"Leucadendron chamelaea",2668.29787234043,2671.17021276596,"Well Protected","Well Protected",1465.85106382979,1426.41489361702,"Well Protected","Well Protected"
"Leucadendron comosum subsp. homaeophyllum",5,5,"Poorly Protected","Poorly Protected",2.5,2.5,"Not Protected","Not Protected"
"Leucadendron meridianum",22105.3658536585,22112.6829268293,"Well Protected","Well Protected",11311.2195121951,4227.80487804878,"Well Protected","Well Protected"
"Leucadendron stellare",537.733773377338,503.080308030803,"Well Protected","Well Protected",343.729372937294,200.935093509351,"Well Protected","Well Protected"
"Leucadendron uliginosum subsp. uliginosum",23950.5747126437,23966.2068965517,"Well Protected","Well Protected",15243.0114942529,13438.5747126437,"Well Protected","Well Protected"
"Leucospermum gracile",212.360289283366,212.360289283366,"Well Protected","Well Protected",164.168310322156,187.475345167653,"Well Protected","Well Protected"
"Leucospermum oleifolium",5950.70967741936,5901.72043010753,"Well Protected","Well Protected",3399.01935483871,2871.42795698925,"Well Protected","Well Protected"
"Limonium equisetinum",3853.8,3580.25,"Well Protected","Well Protected",2544.755,2462.155,"Well Protected","Well Protected"
"Limonium linifolium",228.7,230.1,"Well Protected","Well Protected",228.7,230.1,"Well Protected","Well Protected"
"Limonium scabrum",8361.4,8203,"Well Protected","Well Protected",4849.94,3038.49,"Well Protected","Well Protected"
"Linum gracile",8457.7,8474.2,"Well Protected","Well Protected",5085.13,4278.01,"Well Protected","Well Protected"
"Lippia javanica",680744.599303136,610257.491289199,"Well Protected","Well Protected",680744.599303136,610257.491289199,"Well Protected","Well Protected"
"Lithops salicola",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Lobelia ardisiandroides",214.9,214.95,"Well Protected","Well Protected",125.075,122.775,"Well Protected","Well Protected"
"Lobelia comptonii",101.033634126333,101.033634126333,"Well Protected","Well Protected",50.5168170631665,52.0426579163249,"Moderately Protected","Moderately Protected"
"Lobelia setacea",13258.1,13115.2,"Well Protected","Well Protected",8179.94,6450.83,"Well Protected","Well Protected"
"Lopholaena disticha",65905.9523809524,62077.9761904762,"Well Protected","Well Protected",59080.3571428571,42141.0714285714,"Well Protected","Well Protected"
"Lopholaena longipes",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Lotononis lenticula",13487.4,2267.9,"Well Protected","Well Protected",12391.36,1173.5,"Well Protected","Well Protected"
"Lotononis oxyptera",23.8,23.82,"Poorly Protected","Poorly Protected",11.9,11.246,"Poorly Protected","Poorly Protected"
"Lotononis purpurescens",108.888888888889,108.888888888889,"Well Protected","Well Protected",102.777777777778,60.5555555555556,"Well Protected","Moderately Protected"
"Lycium bosciifolium",117225.5,106503.4,"Well Protected","Well Protected",108748.26,104255,"Well Protected","Well Protected"
"Maerua rosmarinoides",20832.05,18696.55,"Well Protected","Well Protected",17172.155,14173.095,"Well Protected","Well Protected"
"Malephora framesii",5882.5,5729.4,"Well Protected","Well Protected",5882.5,5729.4,"Well Protected","Well Protected"
"Malephora herrei",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Manulea acutiloba",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Manulea altissima subsp. altissima",67.5,51.6,"Moderately Protected","Moderately Protected",67.5,5.16,"Moderately Protected","Poorly Protected"
"Manulea minor",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Manulea nervosa",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Manulea robusta",412.49,412.53,"Well Protected","Well Protected",41.249,41.253,"Poorly Protected","Poorly Protected"
"Margaritaria discoidea",113988.4,108168,"Well Protected","Well Protected",99329.36,72123.56,"Well Protected","Well Protected"
"Melhania polygama",10,10,"Poorly Protected","Poorly Protected",10,10,"Poorly Protected","Poorly Protected"
"Melolobium calycinum",28228.3,10686.3,"Well Protected","Well Protected",26882.25,8063.34,"Well Protected","Well Protected"
"Melolobium lampolobum",5684.7,5494.5,"Well Protected","Well Protected",5345.4,3282.85,"Well Protected","Well Protected"
"Merremia palmata",140917.8125,132977.1875,"Well Protected","Well Protected",137811.927083333,125741.583333333,"Well Protected","Well Protected"
"Mesembryanthemum digitatum subsp. digitatum",2386,2386.4,"Well Protected","Well Protected",2386,2386.4,"Well Protected","Well Protected"
"Mesembryanthemum pallens subsp. luteum",2562.76276276276,2567.26726726727,"Well Protected","Well Protected",2562.76276276276,2567.26726726727,"Well Protected","Well Protected"
"Mesembryanthemum pellitum",25739.7,25374.2,"Well Protected","Well Protected",25739.7,25374.2,"Well Protected","Well Protected"
"Mesogramma apiifolium",1951.52941176471,1498.82352941176,"Well Protected","Well Protected",1951.52941176471,1498.82352941176,"Well Protected","Well Protected"
"Metalasia capitata",104.05,83.9,"Well Protected","Moderately Protected",52.62,18.55,"Moderately Protected","Poorly Protected"
"Metarungia longistrobus",3670.5,3596,"Well Protected","Well Protected",3434.6,3303.09,"Well Protected","Well Protected"
"Meyerophytum meyeri",11660.3603603604,11604.2042042042,"Well Protected","Well Protected",1221.17117117117,11604.2042042042,"Well Protected","Well Protected"
"Microsorum pappei",10,10,"Poorly Protected","Poorly Protected",10,10,"Poorly Protected","Poorly Protected"
"Mikaniopsis cissampelina",107.15,106.06,"Well Protected","Well Protected",74.311,65.762,"Moderately Protected","Moderately Protected"
"Mimusops caffra",4857.2,4829.15,"Well Protected","Well Protected",2662.775,4021.15,"Well Protected","Well Protected"
"Mimusops zeyheri",352134.782608696,286725.120772947,"Well Protected","Well Protected",293818.695652174,180925.217391304,"Well Protected","Well Protected"
"Mitrophyllum mitratum",733.9,733.95,"Well Protected","Well Protected",73.39,206.1,"Moderately Protected","Well Protected"
"Mohria nudiuscula",14229.85,13031.7,"Well Protected","Well Protected",13466.1,11784.215,"Well Protected","Well Protected"
"Monanthotaxis caffra",352151.351351351,333886.486486487,"Well Protected","Well Protected",216921.621621622,202134.594594595,"Well Protected","Well Protected"
"Monopsis debilis",20374.7,19855.3,"Well Protected","Well Protected",12261.59,13352.22,"Well Protected","Well Protected"
"Monsonia herrei",216.45,216.53,"Well Protected","Well Protected",61.974,21.653,"Moderately Protected","Poorly Protected"
"Monsonia vanderietiae",100.92,87.74,"Well Protected","Moderately Protected",100.92,85.198,"Well Protected","Moderately Protected"
"Moraea alticola",1677.8,1681.2,"Well Protected","Well Protected",1677.8,1681.2,"Well Protected","Well Protected"
"Moraea bubalina",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Moraea fergusoniae",346.1,346.6,"Well Protected","Well Protected",346.1,192.55,"Well Protected","Well Protected"
"Moraea hainebachiana",13.3906119027661,13.3906119027661,"Poorly Protected","Poorly Protected",12.4266554903604,12.6257334450964,"Poorly Protected","Poorly Protected"
"Moraea indecora",7.33387358184765,7.35597465743333,"Poorly Protected","Poorly Protected",7.33387358184765,0.735597465743333,"Poorly Protected","Not Protected"
"Moraea lurida",14382.5825825826,14085.8858858859,"Well Protected","Well Protected",7400.54054054054,7296.996996997,"Well Protected","Well Protected"
"Moraea pallida",168639.039039039,96086.1861861862,"Well Protected","Well Protected",166348.948948949,95478.978978979,"Well Protected","Well Protected"
"Moraea schlechteri",1028.2,1028.9,"Well Protected","Well Protected",1028.2,102.89,"Well Protected","Well Protected"
"Moraea spathulata",44934.9,34402.65,"Well Protected","Well Protected",40779.28,25867.7,"Well Protected","Well Protected"
"Morus mesozygia",63.5908726981585,63.1104883907126,"Moderately Protected","Moderately Protected",33.9571657325861,63.1104883907126,"Poorly Protected","Moderately Protected"
"Muraltia longicuspis",239.15,239.15,"Well Protected","Well Protected",119.575,119.575,"Well Protected","Well Protected"
"Muraltia macropetala",779.3,707.6,"Well Protected","Well Protected",475.49,331.34,"Well Protected","Well Protected"
"Nemesia deflexa",2900.9,2869.2,"Well Protected","Well Protected",2531.8,2309.1,"Well Protected","Well Protected"
"Nemesia fleckii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Nenax arenicola",2622.05,2500.4,"Well Protected","Well Protected",1331,2500.4,"Well Protected","Well Protected"
"Nenax divaricata",492.61,493.16,"Well Protected","Well Protected",246.415,272.34,"Well Protected","Well Protected"
"Nidorella tongensis",491.25,492.22,"Well Protected","Well Protected",491.25,444.13,"Well Protected","Well Protected"
"Ochna arborea",20483.8,16583.9,"Well Protected","Well Protected",15204.18,11316.225,"Well Protected","Well Protected"
"Ocimum angustifolium",5906.75,5740.7,"Well Protected","Well Protected",2898.81,3675.325,"Well Protected","Well Protected"
"Ocimum dolomiticola",670.8,670.9,"Well Protected","Well Protected",86.73,122.13,"Moderately Protected","Well Protected"
"Oedera pungens subsp. angustifolia",783.3,784.5,"Well Protected","Well Protected",761.9,745.44,"Well Protected","Well Protected"
"Olinia radiata",167.03,134.62,"Well Protected","Well Protected",145.91,101.71,"Well Protected","Well Protected"
"Oncosiphon sabulosum",1289.25,1282.65,"Well Protected","Well Protected",904.96,650.115,"Well Protected","Well Protected"
"Oocephala centaureoides",700.67,599.18,"Well Protected","Well Protected",680.922,379.88,"Well Protected","Well Protected"
"Orbivestus cinerascens",2153.4,2002.95,"Well Protected","Well Protected",1765.4,1420.32,"Well Protected","Well Protected"
"Ormocarpum kirkii",2874.6,2226.05,"Well Protected","Well Protected",2871.55,1354.965,"Well Protected","Well Protected"
"Ornithogalum candicans",6073.95,5571.75,"Well Protected","Well Protected",5603.675,4893.295,"Well Protected","Well Protected"
"Ornithogalum capillifolium",20,20,"Poorly Protected","Poorly Protected",10,10,"Poorly Protected","Poorly Protected"
"Ornithogalum juncifolium",200642.8,105955.8,"Well Protected","Well Protected",177396.82,78654.47,"Well Protected","Well Protected"
"Ornithoglossum parviflorum",1904.81,1845.55,"Well Protected","Well Protected",856.557,1304.98,"Well Protected","Well Protected"
"Orthanthera jasminiflora",73669.9,62810.4,"Well Protected","Well Protected",73669.9,62810.4,"Well Protected","Well Protected"
"Oscularia comptonii",6448.6,6462.2,"Well Protected","Well Protected",3269.9,3917.5,"Well Protected","Well Protected"
"Osteospermum ilicifolium",23546.8,23444.7,"Well Protected","Well Protected",14349.46,11483.12,"Well Protected","Well Protected"
"Osteospermum karrooicum",7600.45,7601.1,"Well Protected","Well Protected",760.045,760.11,"Well Protected","Well Protected"
"Osteospermum pyrifolium",133.5,133.7,"Well Protected","Well Protected",74.3,69.26,"Moderately Protected","Moderately Protected"
"Osteospermum scariosum",136356.5,62155.4,"Well Protected","Well Protected",125814.84,42966.39,"Well Protected","Well Protected"
"Othonna arborescens",3011.6,2939.8,"Well Protected","Well Protected",2808.78,1558.14,"Well Protected","Well Protected"
"Othonna ciliata",1485.4,1492.8,"Well Protected","Well Protected",747.62,717.2,"Well Protected","Well Protected"
"Othonna cuneata",2585.65,2585.85,"Well Protected","Well Protected",1292.825,2585.85,"Well Protected","Well Protected"
"Othonna membranifolia",94.9,94.9,"Moderately Protected","Moderately Protected",48.445,15.766,"Poorly Protected","Poorly Protected"
"Othonna perfoliata",8947.25,8963.3,"Well Protected","Well Protected",5247.435,5049.535,"Well Protected","Well Protected"
"Othonna petiolaris",4030.33033033033,4067.56756756757,"Well Protected","Well Protected",2015.16516516517,2610.81081081081,"Well Protected","Well Protected"
"Othonna pygmaea",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Oxalis adenodes",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Oxalis cathara",11.6,0,"Poorly Protected","Not Protected",11.6,0,"Poorly Protected","Not Protected"
"Oxalis duriuscula",3.66,3.68,"Not Protected","Not Protected",2.37,0.968,"Not Protected","Not Protected"
"Oxalis hygrophila",30,30,"Poorly Protected","Poorly Protected",15,20,"Poorly Protected","Poorly Protected"
"Oxalis obliquifolia",2233510.52631579,2071110.52631579,"Well Protected","Well Protected",1977787.36842105,1639326.05263158,"Well Protected","Well Protected"
"Oxalis odorata",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Oxalis pseudo-hirta",10,10,"Poorly Protected","Poorly Protected",10,5,"Poorly Protected","Poorly Protected"
"Oxalis saltusbelli",20,20,"Poorly Protected","Poorly Protected",20,20,"Poorly Protected","Poorly Protected"
"Oxalis sonderiana",7811.3,7811.5,"Well Protected","Well Protected",905.51,1892.61,"Well Protected","Well Protected"
"Oxygonum dregeanum subsp. canescens",209924.731182796,180387.096774194,"Well Protected","Well Protected",209924.731182796,180387.096774194,"Well Protected","Well Protected"
"Ozoroa crassinervia",2411.4,2411.6,"Well Protected","Well Protected",241.14,699.08,"Well Protected","Well Protected"
"Panicum deustum",266813.661202186,226212.841530055,"Well Protected","Well Protected",248677.750455373,197715.100182149,"Well Protected","Well Protected"
"Panicum dewinteri",193.6,193.6,"Well Protected","Well Protected",193.6,193.6,"Well Protected","Well Protected"
"Panicum lanipes",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Paranomus centaureoides",672.546448087432,672.830601092896,"Well Protected","Well Protected",511.453551912568,346.710382513661,"Well Protected","Well Protected"
"Parkinsonia africana",1318.2,1269.7,"Well Protected","Well Protected",475.07,928.46,"Well Protected","Well Protected"
"Passerina truncata subsp. truncata",55130.6,54298.3,"Well Protected","Well Protected",35036.75,31565.01,"Well Protected","Well Protected"
"Pauridia maximiliani",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Pavetta tshikondeni",55.6416301785113,55.6416301785113,"Moderately Protected","Moderately Protected",55.6416301785113,55.6416301785113,"Moderately Protected","Moderately Protected"
"Pavonia dregei",1217.1,885,"Well Protected","Well Protected",1217.1,885,"Well Protected","Well Protected"
"Pearsonia sessilifolia subsp. filifolia",3484.05,2645.9,"Well Protected","Well Protected",2954.02,1384.825,"Well Protected","Well Protected"
"Pegolettia tenuifolia",32.27,0,"Poorly Protected","Not Protected",32.27,0,"Poorly Protected","Not Protected"
"Pelargonium acetosum",183.41,183.49,"Well Protected","Well Protected",183.41,183.49,"Well Protected","Well Protected"
"Pelargonium antidysentericum subsp. antidysentericum",638,638.1,"Well Protected","Well Protected",63.8,63.81,"Moderately Protected","Moderately Protected"
"Pelargonium cordifolium",45878.3,45060,"Well Protected","Well Protected",35433.33,27998.41,"Well Protected","Well Protected"
"Pelargonium dolomiticum",3294.45,2538.4,"Well Protected","Well Protected",2542.65,1664.395,"Well Protected","Well Protected"
"Pelargonium echinatum",20024.6,19758.4,"Well Protected","Well Protected",3236.02,7006.87,"Well Protected","Well Protected"
"Pelargonium hypoleucum",32.73,32.78,"Poorly Protected","Poorly Protected",20.09,16.405,"Poorly Protected","Poorly Protected"
"Pelargonium laevigatum subsp. diversifolium",2501.05,2338.3,"Well Protected","Well Protected",1458.275,1222.765,"Well Protected","Well Protected"
"Pelargonium nephrophyllum",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Pelargonium ovale subsp. hyalinum",98.7144877233578,98.7144877233578,"Moderately Protected","Moderately Protected",49.6593392466898,49.3572438616789,"Poorly Protected","Poorly Protected"
"Pelargonium patulum",47468.5,47413.1,"Well Protected","Well Protected",47468.5,47190.85,"Well Protected","Well Protected"
"Pelargonium petroselinifolium",268.35,268.5,"Well Protected","Well Protected",136.85,264.975,"Well Protected","Well Protected"
"Pelargonium pilosellifolium",1170.5,1165.54,"Well Protected","Well Protected",825.083,639.272,"Well Protected","Well Protected"
"Pelargonium quarciticola",84.95,84.95,"Moderately Protected","Moderately Protected",42.475,84.95,"Poorly Protected","Moderately Protected"
"Pelargonium tripalmatum",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Peliostomum virgatum",22850.2,22676.6,"Well Protected","Well Protected",22850.2,22676.6,"Well Protected","Well Protected"
"Pentameris capillaris",10108.6,9947.4,"Well Protected","Well Protected",10108.6,9947.4,"Well Protected","Well Protected"
"Pentameris ecklonii",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Pentameris macrocalycina",90088.4,89528.6,"Well Protected","Well Protected",60095.69,53204.53,"Well Protected","Well Protected"
"Pentameris trifida",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Pentanisia prunelloides subsp. latifolia",1421293.10344828,1262448.27586207,"Well Protected","Well Protected",1421293.10344828,1262448.27586207,"Well Protected","Well Protected"
"Phacelurus franksiae",595.6,596.65,"Well Protected","Well Protected",594.325,317.36,"Well Protected","Well Protected"
"Phoenix reclinata",145359.5,138937,"Well Protected","Well Protected",133462.06,90880.68,"Well Protected","Well Protected"
"Phylica anomala",22.47,22.19,"Poorly Protected","Poorly Protected",13.015,11.095,"Poorly Protected","Poorly Protected"
"Phylica axillaris",201198.498498498,182587.087087087,"Well Protected","Well Protected",157029.009009009,127452.522522523,"Well Protected","Well Protected"
"Phylica barnardii",10387.55,10397.65,"Well Protected","Well Protected",5765.55,5759.245,"Well Protected","Well Protected"
"Phylica elimensis",0.12,0.12,"Not Protected","Not Protected",0.06,0.06,"Not Protected","Not Protected"
"Phylica guthriei",20,20,"Poorly Protected","Poorly Protected",10,10,"Poorly Protected","Poorly Protected"
"Phylica hirta",132.95,134.49,"Well Protected","Well Protected",66.475,87.125,"Moderately Protected","Moderately Protected"
"Phylica incurvata",7.06118401685698,7.0650574035914,"Poorly Protected","Poorly Protected",3.57745998791503,0.96307887764746,"Not Protected","Not Protected"
"Phylica paniculata",61392.2,55366.3,"Well Protected","Well Protected",49296.06,41926.44,"Well Protected","Well Protected"
"Phylica stenantha",794.9,795.1,"Well Protected","Well Protected",658.7,397.55,"Well Protected","Well Protected"
"Phyllopodium collinum",241.6,242.1,"Well Protected","Well Protected",241.6,177.95,"Well Protected","Well Protected"
"Phyllopodium heterophyllum",4283.2,4249.3,"Well Protected","Well Protected",4283.2,4249.3,"Well Protected","Well Protected"
"Phymaspermum leptophyllum",262.9,263.7,"Well Protected","Well Protected",262.9,131.85,"Well Protected","Well Protected"
"Phymaspermum parvifolium",343451.051051051,103195.795795796,"Well Protected","Well Protected",338450.45045045,86963.5135135135,"Well Protected","Well Protected"
"Phymaspermum pinnatifidum",35.7,4,"Poorly Protected","Not Protected",19,2,"Poorly Protected","Not Protected"
"Phymaspermum scoparium",442.81,118.93,"Well Protected","Well Protected",442.8,56.164,"Well Protected","Moderately Protected"
"Platycarphella carlinoides",167987.387387387,168030.930930931,"Well Protected","Well Protected",167987.387387387,168030.930930931,"Well Protected","Well Protected"
"Platycaulos callistachyus",32687.6,32292.5,"Well Protected","Well Protected",23601.82,19316.15,"Well Protected","Well Protected"
"Plectranthus ambiguus",882.1,806,"Well Protected","Well Protected",747.25,373.46,"Well Protected","Well Protected"
"Pleurostylia capensis",8536.07843137255,7992.00980392157,"Well Protected","Well Protected",6806.43137254902,7226.05882352941,"Well Protected","Well Protected"
"Podalyria burchellii",19458.3,19047.4,"Well Protected","Well Protected",15370.67,13948.715,"Well Protected","Well Protected"
"Podalyria calyptrata",18022.9,17956,"Well Protected","Well Protected",11353.56,8712.43,"Well Protected","Well Protected"
"Podalyria hirsuta",7933.45,7916.95,"Well Protected","Well Protected",4882.915,3954.34,"Well Protected","Well Protected"
"Podalyria lanceolata",361.5,362.2,"Well Protected","Well Protected",283.9,192.2,"Well Protected","Well Protected"
"Polhillia pallens",0,0,"Not Protected","Not Protected",0,0,"Not Protected","Not Protected"
"Polygala amatymbica",15601.0776942356,7845.56390977444,"Well Protected","Well Protected",12823.9172932331,4674.27067669173,"Well Protected","Well Protected"
"Polygala brachyphylla",4074.5,4091.6,"Well Protected","Well Protected",2049.25,2386.3,"Well Protected","Well Protected"
"Polygala ericaefolia",868.7,877.5,"Well Protected","Well Protected",445.79,405.16,"Well Protected","Well Protected"
"Polygala nematocaulis",238.52,238.07,"Well Protected","Well Protected",129.356,121.895,"Well Protected","Well Protected"
"Polystichum transvaalense",2049.7,1964.6,"Well Protected","Well Protected",1963.4,1632.93,"Well Protected","Well Protected"
"Portulacaria namaquensis",18564.5,18152.3,"Well Protected","Well Protected",2586.51,2614.61,"Well Protected","Well Protected"
"Printzia polifolia",29874.05,29333.05,"Well Protected","Well Protected",20603.26,18324.425,"Well Protected","Well Protected"
"Prismatocarpus campanuloides",7592.2,7595.8,"Well Protected","Well Protected",7592.2,7595.8,"Well Protected","Well Protected"
"Protea lorifolia",126470.506108202,124365.445026178,"Well Protected","Well Protected",100745.828970332,89045.9162303665,"Well Protected","Well Protected"
"Protea montana",271.402321890921,271.535955900777,"Well Protected","Well Protected",166.779420362482,137.655558339597,"Well Protected","Well Protected"
"Protea pendula",8434.73581213307,8437.47553816047,"Well Protected","Well Protected",4709.14872798434,5180.54794520548,"Well Protected","Well Protected"
"Protea susannae",11398.4435797665,11409.3385214008,"Well Protected","Well Protected",5737.91828793774,2761.20622568093,"Well Protected","Well Protected"
"Psammotropha alternifolia",280.1,282.8,"Well Protected","Well Protected",280.1,151.7,"Well Protected","Well Protected"
"Pseudolachnostylis maprouneifolia",146889.333333333,86480,"Well Protected","Well Protected",133197,73798,"Well Protected","Well Protected"
"Pseudoschoenus inanis",194255.555555556,97554.0540540541,"Well Protected","Well Protected",156131.771771772,52315.015015015,"Well Protected","Well Protected"
"Pseudoselago caerulescens",188.41,188.44,"Well Protected","Well Protected",144.455,108.48,"Well Protected","Well Protected"
"Pseudoselago diplotricha",112.658227848101,112.658227848101,"Well Protected","Well Protected",107.172995780591,21.1392405063291,"Well Protected","Poorly Protected"
"Pseudoselago humilis",11678.4,11689.4,"Well Protected","Well Protected",6019.8,6599,"Well Protected","Well Protected"
"Psoralea acuminata",657.55,619.59,"Well Protected","Well Protected",620.814,446.866,"Well Protected","Well Protected"
